Review Lenght Deviation,Url Mention,Avearge Word Lenght,POS Adj,POS Verb,Filtered
166.8265265,0,4.253164557,0.070588235,0.011764706,0
454.8265265,0,4.52173913,0.12,0,0
213.1734735,0,3.841463415,0.103448276,0.051724138,0
213.1734735,0,4.168831169,0.054545455,0.024242424,0
209.1734735,0,4.203947368,0.095238095,0.029761905,0
213.1734735,0,4.018867925,0.073446328,0.04519774,0
213.1734735,0,4.236842105,0.061349693,0.055214724,0
265.8265265,0,3.96875,0.088235294,0.044117647,1
211.1734735,0,3.96875,0.074712644,0.045977011,0
82.17347352,0,3.826086957,0.074829932,0.034013605,0
212.1734735,0,4.050632911,0.088757396,0.023668639,0
214.1734735,0,4.141935484,0.091463415,0.073170732,0
189.1734735,0,3.892405063,0.057803468,0.040462428,0
28.82652648,0,4.359223301,0.042372881,0.033898305,0
290.8265265,0,3.619047619,0.074626866,0.044776119,0
354.8265265,0,3.729166667,0.058823529,0.039215686,0
207.1734735,0,4.076923077,0.067073171,0.012195122,0
6.173473521,0,4.294642857,0.082644628,0.049586777,0
150.1734735,0,4.511278195,0.12244898,0.013605442,1
213.1734735,0,3.975,0.08045977,0.028735632,1
214.1734735,0,4.168831169,0.053571429,0.053571429,1
213.1734735,0,4.115384615,0.095808383,0.023952096,0
213.1734735,0,4.08974359,0.041666667,0.029761905,1
212.1734735,0,3.937888199,0.06043956,0.005494505,1
192.1734735,0,3.930379747,0.089285714,0.047619048,1
34.82652648,0,4.018348624,0.043103448,0.034482759,0
17.17347352,0,3.94214876,0.061538462,0.030769231,1
213.1734735,0,4.08974359,0.047619048,0.05952381,0
212.1734735,0,4.3,0.097560976,0.024390244,0
214.1734735,0,4.141935484,0.067484663,0.061349693,1
213.1734735,0,3.889570552,0.105263158,0.058479532,1
208.1734735,0,3.852760736,0.068571429,0.022857143,1
213.1734735,0,4.612676056,0.126666667,0.033333333,0
208.1734735,0,4.070512821,0.088757396,0.017751479,0
212.1734735,0,4.802919708,0.101351351,0.027027027,0
205.8265265,0,4.371428571,0.076923077,0.025641026,1
210.1734735,0,4.3,0.096969697,0.024242424,0
135.1734735,0,4.034965035,0.094936709,0.03164557,0
32.17347352,0,4.403508772,0.0703125,0.0390625,0
209.1734735,0,4.057324841,0.107784431,0.023952096,0
217.1734735,0,3.99375,0.08,0.051428571,0
214.1734735,0,4.264900662,0.060606061,0.036363636,0
365.8265265,0,4.657894737,0.142857143,0.023809524,0
210.1734735,0,4.183006536,0.061349693,0.042944785,0
212.1734735,0,4.135483871,0.054878049,0.042682927,0
209.1734735,0,4.387755102,0.077419355,0.025806452,0
209.1734735,0,3.981132075,0.05988024,0.035928144,0
9.173473521,0,4.416666667,0.094488189,0.031496063,0
209.1734735,0,4.288590604,0.108433735,0.036144578,0
211.1734735,0,4.070512821,0.045454545,0.022727273,0
211.1734735,0,4.251655629,0.06626506,0.042168675,1
213.1734735,0,4.175324675,0.097560976,0.042682927,0
77.17347352,0,4.771929825,0.090909091,0.041322314,0
297.8265265,0,4.089285714,0.066666667,0,0
212.1734735,0,4.431506849,0.08974359,0.038461538,1
281.8265265,0,4,0.104477612,0.059701493,0
214.1734735,0,3.968944099,0.115606936,0.023121387,0
41.82652648,0,4.454545455,0.083333333,0.037037037,1
99.17347352,0,4.213740458,0.062937063,0.027972028,0
177.8265265,0,4.534246575,0.113924051,0.037974684,1
211.1734735,0,4.096153846,0.028248588,0.039548023,0
211.1734735,0,4.315436242,0.056603774,0.037735849,0
211.1734735,0,4.08974359,0.076470588,0.052941176,0
110.8265265,0,4.141304348,0.12371134,0.020618557,0
120.1734735,0,4.315789474,0.090277778,0.034722222,0
213.1734735,0,4.489655172,0.097402597,0.038961039,0
234.8265265,0,4.704918033,0.125,0.03125,0
207.1734735,0,4.163398693,0.126506024,0.036144578,0
211.1734735,0,4.217105263,0.068322981,0.043478261,0
211.1734735,0,4.217105263,0.080246914,0.055555556,0
50.17347352,0,4.231404959,0.097014925,0.052238806,0
91.17347352,0,3.856115108,0.081632653,0.047619048,0
213.1734735,0,4.236842105,0.079268293,0.036585366,0
213.1734735,0,3.975,0.076023392,0.081871345,0
213.1734735,0,4.766423358,0.071895425,0.013071895,0
142.8265265,0,4.419753086,0.069767442,0.034883721,0
54.82652648,0,4.217821782,0.064220183,0.018348624,0
317.8265265,0,4.5,0.12,0.04,0
217.1734735,0,4.114649682,0.052631579,0.058479532,0
268.8265265,0,4.49122807,0.177419355,0.064516129,0
424.8265265,0,4.233333333,0.181818182,0,0
213.1734735,0,4.096153846,0.06097561,0.048780488,0
292.8265265,0,5.041666667,0.14,0,0
78.82652648,0,3.941176471,0.063636364,0.072727273,0
337.8265265,0,4.926829268,0.113636364,0.022727273,0
18.82652648,0,3.956140351,0.056451613,0.048387097,0
210.1734735,0,4.08974359,0.060606061,0.024242424,0
212.1734735,0,4.230263158,0.091463415,0.036585366,0
151.1734735,0,4.205673759,0.08496732,0.026143791,0
170.1734735,0,3.947368421,0.086956522,0.02484472,0
214.1734735,0,4.231788079,0.092485549,0.057803468,0
217.1734735,0,4.180645161,0.060606061,0.006060606,0
41.82652648,0,4.142857143,0.098214286,0.035714286,0
213.1734735,0,4.408163265,0.08974359,0.057692308,0
212.1734735,0,4.3,0.074534161,0.043478261,0
214.1734735,0,3.962732919,0.045714286,0.017142857,0
436.8265265,0,4.576923077,0.107142857,0,0
81.82652648,0,4.505494505,0.049019608,0.019607843,0
209.1734735,0,4.295302013,0.030487805,0.012195122,0
496.8265265,0,4,0.222222222,0,0
325.8265265,0,3.942307692,0.103448276,0.034482759,0
205.1734735,0,4.542253521,0.08496732,0.019607843,0
163.8265265,0,4.428571429,0.11627907,0.011627907,0
206.8265265,0,3.883116883,0.098765432,0.049382716,0
72.17347352,0,3.808823529,0.06993007,0.062937063,0
52.82652648,0,3.844036697,0.042372881,0.033898305,0
217.1734735,0,3.597701149,0.069892473,0.053763441,0
9.826526479,0,3.775,0.091603053,0.061068702,0
213.1734735,0,4.414965986,0.116129032,0.032258065,0
275.8265265,0,4.049180328,0.076923077,0.030769231,0
204.8265265,0,4.178082192,0.115384615,0.051282051,0
281.8265265,0,4.555555556,0.103448276,0.051724138,0
244.8265265,0,4.435483871,0.147058824,0.014705882,0
130.1734735,0,5.06779661,0.12195122,0.024390244,0
205.1734735,0,4.977272727,0.095890411,0.020547945,0
214.1734735,0,4.291390728,0.061728395,0.018518519,0
10.17347352,0,4.881188119,0.109090909,0.018181818,0
154.8265265,0,4.3625,0.137931034,0.057471264,0
165.8265265,0,4.358974359,0.093023256,0.046511628,0
119.1734735,0,4.563492063,0.066176471,0.051470588,0
181.8265265,0,4.647887324,0.090909091,0.025974026,0
82.82652648,0,4.617977528,0.105263158,0.031578947,0
218.1734735,0,4.647887324,0.081761006,0.031446541,0
101.8265265,0,4.274725275,0.082474227,0.030927835,0
19.82652648,0,4.744897959,0.121495327,0.037383178,0
216.1734735,0,4.45890411,0.058064516,0.012903226,0
213.1734735,0,4.348993289,0.088050314,0.044025157,0
215.1734735,0,4.148387097,0.042944785,0.030674847,0
207.1734735,0,4.455172414,0.070967742,0.006451613,0
215.1734735,0,4.385135135,0.084415584,0.038961039,0
215.1734735,0,4.43537415,0.106918239,0.062893082,0
114.1734735,0,4.320610687,0.078014184,0.021276596,0
161.1734735,0,4.253521127,0.099337748,0.052980132,0
294.8265265,0,4.333333333,0.084745763,0.016949153,0
382.8265265,0,4.378378378,0.1,0.025,0
419.8265265,0,4.09375,0.102564103,0.076923077,0
158.8265265,0,4.578947368,0.109756098,0.048780488,0
5.173473521,0,4.241071429,0.057377049,0.040983607,0
167.8265265,0,4.75,0.126582278,0,0
44.17347352,0,4.35042735,0.11023622,0.023622047,0
178.8265265,0,4.690140845,0.1,0.0125,0
209.8265265,0,4.314285714,0.066666667,0.026666667,0
217.1734735,0,4.666666667,0.066225166,0.01986755,1
214.1734735,0,4.243421053,0.073619632,0.036809816,1
375.8265265,0,4.722222222,0.128205128,0,1
218.1734735,0,4.128205128,0.060606061,0.042424242,1
450.8265265,0,3.925925926,0.09375,0.0625,0
511.8265265,0,5.363636364,0.357142857,0,0
508.8265265,0,5.636363636,0.285714286,0,0
114.8265265,0,4.707317073,0.054347826,0.043478261,1
92.82652648,0,5,0.094736842,0.010526316,0
428.8265265,0,4.923076923,0.206896552,0.034482759,0
254.8265265,0,4.37704918,0.126760563,0.028169014,1
367.8265265,0,3.717391304,0.1,0.04,1
411.8265265,0,4.666666667,0.055555556,0.083333333,1
8.826526479,0,4.181818182,0.073770492,0.040983607,1
14.17347352,0,3.918699187,0.051094891,0.03649635,1
81.82652648,0,4.226804124,0.098039216,0.049019608,1
71.17347352,0,4.491666667,0.075757576,0.03030303,1
215.1734735,0,4.050955414,0.073033708,0.095505618,1
171.1734735,0,4.330985915,0.1,0.0625,1
214.1734735,0,4.082802548,0.041176471,0.041176471,1
79.82652648,0,3.95049505,0.087719298,0.070175439,1
118.8265265,0,4.716049383,0.083333333,0.083333333,1
70.17347352,0,4.317073171,0.070921986,0.070921986,1
214.1734735,0,4.34,0.078787879,0.024242424,1
458.8265265,0,4.347826087,0.192307692,0.038461538,1
164.8265265,0,3.988095238,0.076923077,0.021978022,1
396.8265265,0,4,0.175,0.025,1
446.8265265,0,4.192307692,0.107142857,0.035714286,1
347.8265265,0,4.488372093,0.111111111,0.044444444,1
211.1734735,0,3.901840491,0.070175439,0.052631579,0
214.1734735,0,4.044303797,0.06097561,0.048780488,0
250.8265265,0,4.285714286,0.117647059,0.014705882,1
212.1734735,0,4.445205479,0.147435897,0.012820513,1
29.17347352,0,4.6,0.095652174,0.008695652,0
166.8265265,0,4.048192771,0.086956522,0.043478261,0
212.1734735,0,4.375838926,0.066225166,0.033112583,0
211.1734735,0,4.348993289,0.125786164,0.012578616,0
209.1734735,0,4.414965986,0.10625,0.04375,1
209.1734735,0,3.907407407,0.074712644,0.063218391,0
210.1734735,0,4.258278146,0.062893082,0.025157233,0
212.1734735,0,3.950617284,0.062146893,0.028248588,1
209.1734735,0,4.168831169,0.09202454,0.018404908,0
215.1734735,0,4.194805195,0.054216867,0.042168675,1
212.1734735,0,4.605633803,0.059210526,0.032894737,1
211.1734735,0,4.223684211,0.092592593,0.024691358,1
210.1734735,0,4.094936709,0.096969697,0.042424242,0
211.1734735,0,4.175324675,0.145454545,0.018181818,0
81.17347352,1,4.203125,0.070921986,0.056737589,0
210.1734735,0,4.544827586,0.118055556,0.013888889,0
212.1734735,0,4.00625,0.036144578,0.018072289,0
213.1734735,0,4.362416107,0.061728395,0.030864198,0
216.1734735,0,4.187096774,0.076923077,0.029585799,0
214.1734735,0,4.235294118,0.104294479,0.024539877,0
212.1734735,0,4.548611111,0.099378882,0.043478261,0
213.1734735,0,4.369127517,0.100628931,0.012578616,0
212.1734735,0,3.831325301,0.068965517,0.022988506,0
211.1734735,0,3.944444444,0.068571429,0.022857143,0
213.1734735,0,4.0125,0.088235294,0.052941176,0
211.1734735,0,4.121794872,0.043478261,0.043478261,0
49.17347352,0,4.254098361,0.131782946,0.015503876,0
217.1734735,0,4.462585034,0.055214724,0.073619632,0
206.1734735,0,4.245033113,0.110429448,0.024539877,0
1.173473521,0,4.185840708,0.08,0.04,1
215.1734735,0,4.398648649,0.080745342,0.02484472,0
210.1734735,0,4.58041958,0.125,0.013157895,0
213.1734735,0,4.524137931,0.0875,0.04375,0
47.82652648,0,4.680851064,0.160377358,0,1
398.8265265,0,4.870967742,0.222222222,0,0
154.8265265,0,4.986111111,0.202531646,0,0
208.1734735,0,4.493055556,0.113924051,0.018987342,0
370.8265265,0,4.095238095,0.181818182,0.022727273,1
182.8265265,0,4.166666667,0.098765432,0.024691358,1
231.8265265,0,4.147058824,0.04109589,0.054794521,1
77.17347352,0,4.022727273,0.091549296,0.049295775,1
30.82652648,0,4.575757576,0.065420561,0.037383178,1
74.17347352,0,4.038461538,0.091549296,0.070422535,1
203.8265265,0,3.973684211,0.083333333,0.071428571,1
215.1734735,0,4.385135135,0.044585987,0.057324841,1
184.8265265,0,4.102564103,0.083333333,0.05952381,1
24.17347352,0,4.826923077,0.087719298,0.00877193,1
2.173473521,0,4.205357143,0.120967742,0.024193548,1
111.8265265,0,4.607142857,0.063157895,0.042105263,1
237.8265265,0,4.564516129,0.076923077,0.030769231,1
218.8265265,0,4.6875,0.066666667,0.08,1
236.8265265,0,4.40625,0.106060606,0.075757576,1
282.8265265,0,4.357142857,0.0625,0.046875,0
123.8265265,0,4.658536585,0.097826087,0.010869565,0
193.8265265,0,4.637681159,0.135135135,0.040540541,0
211.1734735,0,4.057324841,0.054216867,0.018072289,0
210.1734735,0,4.286666667,0.063291139,0.056962025,0
215.1734735,0,4.050632911,0.064327485,0.052631579,0
217.1734735,0,4.0125,0.083333333,0.053571429,0
210.1734735,0,4.371621622,0.119496855,0.056603774,0
98.17347352,0,4.666666667,0.151515152,0.045454545,0
214.1734735,0,4.075949367,0.093567251,0.023391813,0
216.1734735,0,4.548611111,0.085526316,0.052631579,0
169.1734735,0,4.669172932,0.06993007,0.020979021,0
216.1734735,0,4.056962025,0.094972067,0.027932961,0
213.1734735,0,4.534722222,0.084415584,0.019480519,0
213.1734735,0,4.304635762,0.113207547,0.050314465,0
217.1734735,0,3.981481481,0.124260355,0.059171598,0
214.1734735,0,4.45890411,0.122580645,0.058064516,0
217.1734735,0,4.246753247,0.102564103,0.070512821,0
216.1734735,0,4.062893082,0.113772455,0.035928144,0
215.1734735,0,4.031446541,0.053571429,0.05952381,0
215.1734735,0,4.22875817,0.073619632,0.067484663,0
215.1734735,0,4.056962025,0.095238095,0.047619048,0
215.1734735,0,4.276315789,0.125,0.03125,0
212.1734735,0,4.291390728,0.0875,0.0625,0
12.17347352,0,4.309734513,0.086956522,0.052173913,0
214.1734735,0,4.127388535,0.078313253,0.048192771,0
208.1734735,0,4.00621118,0.094117647,0.064705882,0
212.1734735,0,4.421768707,0.081761006,0.044025157,0
111.1734735,0,4.356060606,0.120300752,0.037593985,0
79.17347352,0,4.130769231,0.102189781,0.03649635,0
210.1734735,0,4.284768212,0.101265823,0.037974684,0
210.1734735,0,4.414965986,0.1125,0.04375,0
210.1734735,0,4.148387097,0.091463415,0.030487805,1
414.8265265,0,4.75862069,0.090909091,0,0
195.8265265,0,3.961538462,0.058139535,0.046511628,0
213.1734735,0,4.174193548,0.077844311,0.02994012,1
212.1734735,0,4.056603774,0.110465116,0.034883721,0
211.1734735,0,4.222222222,0.11875,0.04375,0
213.1734735,0,4.069620253,0.095238095,0.071428571,0
216.1734735,0,4.448979592,0.113207547,0.050314465,1
211.1734735,0,4.0625,0.09202454,0.036809816,0
215.1734735,0,4.173076923,0.125,0.05952381,0
214.1734735,0,4.222222222,0.060240964,0.036144578,1
210.1734735,0,4.22875817,0.067484663,0.036809816,0
213.1734735,0,4.43537415,0.070063694,0.044585987,0
87.17347352,0,4.43902439,0.118518519,0.051851852,0
205.1734735,0,4.3,0.11038961,0.032467532,1
212.1734735,0,4.167741935,0.132911392,0.03164557,0
214.1734735,0,4.214285714,0.094674556,0.023668639,0
211.1734735,0,4.489655172,0.092105263,0.046052632,1
206.1734735,0,4.394557823,0.103225806,0.070967742,0
99.17347352,0,4.569105691,0.085271318,0.07751938,0
209.1734735,0,4.293333333,0.088607595,0.037974684,0
210.1734735,0,4.380952381,0.120253165,0.006329114,0
152.1734735,0,4.394160584,0.092857143,0.035714286,0
117.1734735,0,4.2,0.105633803,0.056338028,0
212.1734735,0,4.284768212,0.102564103,0.038461538,1
211.1734735,0,4.371621622,0.058064516,0.032258065,0
213.1734735,0,4.278145695,0.067901235,0.055555556,0
212.1734735,0,4.263157895,0.091463415,0.06097561,0
212.1734735,0,4.438356164,0.076433121,0.025477707,0
209.1734735,0,4.358108108,0.128205128,0.019230769,0
215.1734735,0,4.22875817,0.124223602,0.049689441,1
208.1734735,0,4.431506849,0.105263158,0.046052632,0
49.82652648,0,4.018691589,0.101694915,0.050847458,0
213.1734735,0,4.566433566,0.130718954,0.026143791,0
212.1734735,0,4.48630137,0.085526316,0.032894737,0
213.1734735,0,4.141935484,0.109090909,0.048484848,0
214.1734735,0,4.056962025,0.084337349,0.072289157,1
205.1734735,0,4.344594595,0.118012422,0.02484472,0
210.1734735,0,4.760869565,0.128378378,0.040540541,0
211.1734735,0,4.401360544,0.096153846,0.019230769,0
214.1734735,0,4.241830065,0.079754601,0.042944785,1
206.1734735,0,4.33557047,0.103225806,0.04516129,0
213.1734735,0,4.573426573,0.105960265,0.046357616,0
210.1734735,0,4.189542484,0.10625,0.0375,1
210.1734735,0,4.230263158,0.12962963,0.043209877,0
207.1734735,0,4.150326797,0.079754601,0.018404908,0
215.1734735,0,4.724637681,0.096774194,0.012903226,0
211.1734735,0,4.43537415,0.064516129,0.032258065,0
208.1734735,0,4.520833333,0.088607595,0.018987342,1
24.82652648,0,4.403846154,0.083333333,0.033333333,0
217.1734735,0,4.666666667,0.117647059,0.039215686,0
123.8265265,0,4.054945055,0.154639175,0.041237113,1
214.1734735,0,4.452054795,0.08125,0.0125,0
213.1734735,0,4.236842105,0.080924855,0.005780347,1
209.1734735,0,4.661870504,0.101910828,0.012738854,1
209.1734735,0,4.408163265,0.096153846,0.012820513,0
211.1734735,0,4.830882353,0.113333333,0.006666667,0
135.8265265,0,4.337349398,0.065217391,0.054347826,0
215.1734735,0,4.398648649,0.088050314,0.031446541,0
212.1734735,0,4.707142857,0.086092715,0.052980132,0
208.1734735,0,4.506944444,0.085526316,0.032894737,0
211.1734735,0,4.601398601,0.108843537,0.027210884,1
174.1734735,0,4.373239437,0.120805369,0.046979866,0
212.1734735,0,4.148387097,0.095808383,0.053892216,0
204.1734735,0,4.317567568,0.099378882,0.043478261,1
212.1734735,0,4.405405405,0.132450331,0.033112583,0
60.82652648,0,4.595744681,0.134615385,0.057692308,0
212.1734735,0,4.311258278,0.119496855,0.081761006,1
214.1734735,0,4.469387755,0.137254902,0.058823529,0
212.1734735,0,4.291390728,0.08125,0.0375,1
207.1734735,0,3.889570552,0.088757396,0.041420118,0
209.1734735,0,4.22875817,0.096969697,0.006060606,0
213.1734735,0,4.264900662,0.075144509,0.052023121,0
212.1734735,0,4.0375,0.101796407,0.035928144,0
213.1734735,0,4.243421053,0.06875,0.025,0
212.1734735,0,4.371621622,0.082278481,0.050632911,1
4.826526479,0,4.272727273,0.098360656,0.049180328,0
211.1734735,0,4.566433566,0.103896104,0.019480519,0
212.1734735,0,4.342281879,0.097142857,0.022857143,0
211.1734735,0,4.527777778,0.126582278,0.037974684,0
213.1734735,0,4.175324675,0.048780488,0.036585366,0
208.1734735,0,4.313333333,0.113095238,0.053571429,1
213.1734735,0,4.405405405,0.092592593,0.030864198,0
209.1734735,0,4.824817518,0.120805369,0.033557047,0
212.1734735,0,4.503448276,0.062111801,0.037267081,0
208.1734735,0,4.468965517,0.049079755,0.036809816,0
214.1734735,0,4.121794872,0.094674556,0.041420118,1
162.1734735,0,4.459854015,0.121621622,0.02027027,0
210.1734735,0,4.082278481,0.119047619,0.047619048,0
209.1734735,0,4.355704698,0.111111111,0.040935673,0
213.1734735,0,4.678571429,0.096774194,0.012903226,0
209.1734735,0,4.577464789,0.133757962,0.01910828,0
215.1734735,0,4.192307692,0.058139535,0.040697674,1
213.1734735,0,4.202614379,0.055865922,0.044692737,0
210.1734735,0,4.506944444,0.137254902,0.039215686,0
215.1734735,0,4.479452055,0.08974359,0.032051282,0
214.1734735,0,4.107594937,0.05,0.05625,0
212.1734735,0,4.371621622,0.067484663,0.024539877,0
209.1734735,0,4.801470588,0.090909091,0.025974026,0
210.1734735,0,4.243421053,0.071856287,0.041916168,0
211.1734735,0,4.496551724,0.070512821,0.032051282,0
209.1734735,0,4.489655172,0.050314465,0.050314465,0
214.1734735,0,4.573426573,0.108974359,0.044871795,0
173.8265265,0,4.694444444,0.12987013,0.025974026,0
212.1734735,0,4.489655172,0.076923077,0.012820513,1
212.1734735,0,4.284768212,0.067073171,0.030487805,0
212.1734735,0,4.631205674,0.101910828,0.006369427,0
217.1734735,0,4.455782313,0.1,0.025,0
214.1734735,0,4.188311688,0.067073171,0.030487805,0
217.1734735,0,4.22875817,0.063583815,0.028901734,1
207.1734735,0,4.455172414,0.080745342,0.099378882,0
217.1734735,0,4.174193548,0.093567251,0.040935673,0
213.1734735,0,4.414965986,0.049079755,0.036809816,0
211.1734735,0,4.657142857,0.065789474,0.026315789,0
216.1734735,0,4.789855072,0.098039216,0.026143791,0
214.1734735,0,4.496551724,0.122580645,0.038709677,0
211.1734735,0,4.385135135,0.096153846,0.032051282,0
210.1734735,0,4.364864865,0.093167702,0.01242236,0
215.1734735,0,4.612676056,0.131578947,0.032894737,0
212.1734735,0,4.00625,0.064327485,0.046783626,0
149.8265265,0,4.407407407,0.074468085,0.106382979,0
213.1734735,0,4.408163265,0.118012422,0.043478261,0
170.1734735,0,4.654135338,0.071895425,0.058823529,0
211.1734735,0,4.617021277,0.093333333,0.026666667,0
212.1734735,0,4.645390071,0.076433121,0.01910828,0
212.1734735,0,4.520833333,0.075,0.0375,0
47.17347352,0,4.990566038,0.128440367,0.018348624,0
218.1734735,0,4.875912409,0.1,0.021428571,0
213.1734735,0,4.755395683,0.15862069,0.04137931,0
498.8265265,0,6.545454545,0.307692308,0,0
307.8265265,0,4.956521739,0.156862745,0.019607843,1
401.8265265,0,4.625,0.194444444,0.027777778,0
216.1734735,0,4.73381295,0.119205298,0.006622517,1
215.1734735,0,4.875,0.111888112,0.020979021,0
216.1734735,0,4.5625,0.071428571,0.025974026,0
125.8265265,0,4.388235294,0.043010753,0.043010753,0
215.1734735,0,5.007518797,0.125874126,0.006993007,0
219.1734735,0,4.985074627,0.111111111,0.034722222,0
102.8265265,0,5.233766234,0.172839506,0.012345679,0
335.8265265,0,5.073170732,0.204545455,0,1
186.1734735,0,5.150793651,0.125,0.0546875,1
124.8265265,0,4.691358025,0.097560976,0.048780488,1
118.1734735,0,4.571428571,0.122302158,0.043165468,1
211.1734735,0,4.545454545,0.032051282,0.032051282,0
216.1734735,0,4.601398601,0.118421053,0,0
60.82652648,0,3.971962617,0.101851852,0.046296296,0
29.17347352,0,4.857142857,0.171171171,0.018018018,0
301.8265265,0,5.021276596,0.12,0.02,0
139.1734735,0,4.869918699,0.13740458,0.030534351,1
217.1734735,0,5.209302326,0.116788321,0.00729927,0
214.1734735,0,4.897058824,0.13986014,0.020979021,0
16.17347352,0,4.555555556,0.100840336,0.084033613,1
259.8265265,0,4.4,0.089552239,0.044776119,0
254.8265265,0,3.823529412,0.092105263,0.078947368,0
22.82652648,0,4.352380952,0.073394495,0.064220183,0
196.1734735,0,4.553191489,0.144736842,0.032894737,1
110.8265265,0,4.436781609,0.065934066,0.076923077,0
217.1734735,0,4.531034483,0.115384615,0.019230769,0
212.1734735,0,4.278145695,0.088607595,0.018987342,0
289.8265265,0,4.086206897,0.109375,0.046875,0
214.1734735,0,4.517241379,0.092105263,0.006578947,0
156.8265265,0,4.783783784,0.148148148,0.049382716,1
295.8265265,0,4.5,0.052631579,0.01754386,0
163.8265265,0,4.185185185,0.04494382,0.04494382,0
11.82652648,0,4.373831776,0.103448276,0.025862069,0
277.8265265,0,3.78125,0.069444444,0.055555556,0
215.1734735,0,4.860294118,0.115646259,0.013605442,0
28.82652648,0,4.524752475,0.118181818,0.063636364,0
4.826526479,0,4.078947368,0.045454545,0.045454545,0
20.82652648,0,4.495145631,0.100917431,0.009174312,0
97.17347352,0,4.829059829,0.071428571,0.015873016,0
212.1734735,0,4.202614379,0.1,0.0375,0
177.1734735,0,4.45,0.070063694,0.012738854,0
198.1734735,0,4.475524476,0.068322981,0.01242236,0
214.1734735,0,4.284768212,0.09375,0.05,1
216.1734735,0,4.269736842,0.110429448,0.018404908,0
217.1734735,0,4.569444444,0.070967742,0.038709677,0
215.1734735,0,4.64084507,0.072847682,0.052980132,0
213.1734735,0,4.326666667,0.086956522,0.00621118,0
218.1734735,0,4.531034483,0.099415205,0.005847953,0
213.1734735,0,5.325396825,0.131386861,0.01459854,0
214.1734735,0,4.824817518,0.103448276,0,0
213.1734735,0,4.194805195,0.089820359,0.035928144,0
160.8265265,0,4.626666667,0.05,0,0
410.8265265,0,5.142857143,0.129032258,0.032258065,0
505.8265265,0,4.571428571,0.153846154,0,1
442.8265265,0,4.222222222,0.148148148,0.111111111,1
83.82652648,1,3.636363636,0.101851852,0.064814815,1
401.8265265,0,4.323529412,0.076923077,0.025641026,1
35.17347352,0,4.344827586,0.0703125,0.0234375,1
226.8265265,0,4.619047619,0.130434783,0.014492754,1
16.82652648,0,4.438095238,0.081081081,0.063063063,1
